U28900MH1984PTC034016,BHANSALI ENGINEERING INDUSTRIES PRIVATE LIMITED,Factory/plant,Abu Road plant: Sirohi District - 307026 Rajasthan - India Phone : 02974-226781 Fax : 02974-226737 Email :rpsraghav@bhansaliabs.com Internet :,24.4454258,72.7507354,Abu Rd,Abu Rd,Rajasthan
L27101WB2001PLC138341,MANAKSIA STEELS LIMITED,Factory/plant,471 Birsinghapur Bankura - 722202 West Bengal - India Phone : Fax : Email : Internet :,22.5740933,88.3504183,Kolkata,Kolkata,West Bengal
L27101WB2001PLC138341,MANAKSIA STEELS LIMITED,Factory/plant,15 B.K. Pal Temple Road Howrah - 711202 West Bengal - India Phone : Fax : Email : Internet :,22.5740933,88.3504183,Kolkata,Kolkata,West Bengal
L27101WB2001PLC138341,MANAKSIA STEELS LIMITED,Factory/plant,12 Duffer Street Howrah - West Bengal - India Phone : Fax : Email : Internet :,22.5740933,88.3504183,Kolkata,Kolkata,West Bengal
L27101WB2001PLC138341,MANAKSIA STEELS LIMITED,Factory/plant,Vill & P.O Bhunia Raichak Haldia - West Bengal - India Phone : Fax : Email : Internet :,22.5740933,88.3504183,Kolkata,Kolkata,West Bengal
L27101WB2001PLC138341,MANAKSIA STEELS LIMITED,Factory/plant,Brahmanpara Hooghly District - West Bengal - India Phone : Fax : Email : Internet :,22.5740933,88.3504183,Kolkata,Kolkata,West Bengal
L27101WB2001PLC138341,MANAKSIA STEELS LIMITED,Factory/plant,43/1 Garden Reach Road Kolkata - West Bengal - India Phone : Fax : Email : Internet :,22.5740933,88.3504183,Kolkata,Kolkata,West Bengal
L27101WB2001PLC138341,MANAKSIA STEELS LIMITED,Factory/plant,4 Garden Reach Road Kolkata - 700023 West Bengal - India Phone : Fax : Email : Internet :,22.5740933,88.3504183,Kolkata,Kolkata,West Bengal
L27101WB2001PLC138341,MANAKSIA STEELS LIMITED,Factory/plant,71/3 Dharamtolla Road Howrah - West Bengal - India Phone : Fax : Email : Internet :,22.5740933,88.3504183,Kolkata,Kolkata,West Bengal
U27101WB2001PLC138341,MANAKSIA STEELS LIMITED,Factory/plant,471 Birsinghapur Bankura - 722202 West Bengal - India Phone : Fax : Email : Internet :,22.5740933,88.3504183,Kolkata,Kolkata,West Bengal
U27101WB2001PLC138341,MANAKSIA STEELS LIMITED,Factory/plant,15 B.K. Pal Temple Road Howrah - 711202 West Bengal - India Phone : Fax : Email : Internet :,22.5740933,88.3504183,Kolkata,Kolkata,West Bengal
U27101WB2001PLC138341,MANAKSIA STEELS LIMITED,Factory/plant,12 Duffer Street Howrah - West Bengal - India Phone : Fax : Email : Internet :,22.5740933,88.3504183,Kolkata,Kolkata,West Bengal
U27101WB2001PLC138341,MANAKSIA STEELS LIMITED,Factory/plant,Vill & P.O Bhunia Raichak Haldia - West Bengal - India Phone : Fax : Email : Internet :,22.5740933,88.3504183,Kolkata,Kolkata,West Bengal
U27101WB2001PLC138341,MANAKSIA STEELS LIMITED,Factory/plant,Brahmanpara Hooghly District - West Bengal - India Phone : Fax : Email : Internet :,22.5740933,88.3504183,Kolkata,Kolkata,West Bengal
U27101WB2001PLC138341,MANAKSIA STEELS LIMITED,Factory/plant,43/1 Garden Reach Road Kolkata - West Bengal - India Phone : Fax : Email : Internet :,22.5740933,88.3504183,Kolkata,Kolkata,West Bengal
U27101WB2001PLC138341,MANAKSIA STEELS LIMITED,Factory/plant,4 Garden Reach Road Kolkata - 700023 West Bengal - India Phone : Fax : Email : Internet :,22.5740933,88.3504183,Kolkata,Kolkata,West Bengal
U27101WB2001PLC138341,MANAKSIA STEELS LIMITED,Factory/plant,71/3 Dharamtolla Road Howrah - West Bengal - India Phone : Fax : Email : Internet :,22.5740933,88.3504183,Kolkata,Kolkata,West Bengal
L11101AS1959GOI001148,OIL INDIA LIMITED,Factory/plant,ICC building 4th floor Kolkata - 700001 West Bengal - India Phone : Fax : Email : Internet :,22.5746704,88.3508931,Kolkata,Kolkata,West Bengal
U11100DL2013GOI258215,OIL INDIA INTERNATIONAL LIMITED,Factory/plant,ICC building 4th floor Kolkata - 700001 West Bengal - India Phone : Fax : Email : Internet :,22.5746704,88.3508931,Kolkata,Kolkata,West Bengal
U40106DL2011GOI219901,SAIL JAGADISHPUR POWER PLANT LIMITED,Factory/plant,Environment Management Division Kolkata - 700013 West Bengal - India Phone : Fax : Email : Internet :,22.5683212,88.3509993,Kolkata,Kolkata,West Bengal
U40106DL2011GOI219901,SAIL JAGADISHPUR POWER PLANT LIMITED,Factory/plant,Central Marketing Organisation: Kolkata - 700071 West Bengal - India Phone : Fax : Email : Internet :,22.5683212,88.3509993,Kolkata,Kolkata,West Bengal
U18109MH2006PLC262077,RAYMOND APPAREL LIMITED,Factory/plant,22 New Tangra Road Kolkata - 700046 West Bengal - India Phone : Fax : Email : Internet :,22.5383681,88.3512208,Kolkata,Kolkata,West Bengal
U51109MH1948PLC006460,RAYMOND APPAREL LIMITED,Factory/plant,22 New Tangra Road Kolkata - 700046 West Bengal - India Phone : Fax : Email : Internet :,22.5383681,88.3512208,Kolkata,Kolkata,West Bengal
U17232WB1989PLC046594,KESORAM INSURANCE BROKING SERVICES LIMITED,Factory/plant,19 B T Road Kolkata - 700116 West Bengal - India Phone : 033-25535183 Fax : Email : Internet :,22.5713869,88.3514128,Kolkata,Kolkata,West Bengal
U17232WB1989PLC046594,KESORAM INSURANCE BROKING SERVICES LIMITED,Factory/plant,P O Adcconagar Hooghly District - 712121 West Bengal - India Phone : 033-26346465 Fax : 033-26346621 Email : Internet :,22.5713869,88.3514128,Kolkata,Kolkata,West Bengal
U17232WB1989PLC046594,KESORAM INSURANCE BROKING SERVICES LIMITED,Factory/plant,P O Nayasarai Hooghly District - 712513 West Bengal - India Phone : 033-26846431-34 Fax : 033-26846461 Email :works@kesoramrayon.com Internet :,22.5713869,88.3514128,Kolkata,Kolkata,West Bengal
L24232WB1919PLC003123,EMAMI FRANK ROSS LIMITED,Factory/plant,13 B T Road Kolkata - 700056 West Bengal - India Phone : Fax : Email : Internet :,22.5634991,88.3517775,Kolkata,Kolkata,West Bengal
L27100WB2011PLC161235,MANAKSIA INDUSTRIES LIMITED,Factory/plant,15 B.K. Pal Temple Road Howrah - 711202 West Bengal - India Phone : Fax : Email : Internet :,22.572885,88.352122,Kolkata,Kolkata,West Bengal
L27100WB2011PLC161235,MANAKSIA INDUSTRIES LIMITED,Factory/plant,12 Duffer Street Howrah - West Bengal - India Phone : Fax : Email : Internet :,22.572885,88.352122,Kolkata,Kolkata,West Bengal
L27100WB2011PLC161235,MANAKSIA INDUSTRIES LIMITED,Factory/plant,Vill & P.O Bhunia Raichak Haldia - West Bengal - India Phone : Fax : Email : Internet :,22.572885,88.352122,Kolkata,Kolkata,West Bengal
L27100WB2011PLC161235,MANAKSIA INDUSTRIES LIMITED,Factory/plant,Brahmanpara Hooghly District - West Bengal - India Phone : Fax : Email : Internet :,22.572885,88.352122,Kolkata,Kolkata,West Bengal
L27100WB2011PLC161235,MANAKSIA INDUSTRIES LIMITED,Factory/plant,471 Birsinghpur Bankura District - West Bengal - India Phone : Fax : Email : Internet :,22.572885,88.352122,Kolkata,Kolkata,West Bengal
L27100WB2011PLC161235,MANAKSIA INDUSTRIES LIMITED,Factory/plant,43/1 Garden Reach Road Kolkata - West Bengal - India Phone : Fax : Email : Internet :,22.572885,88.352122,Kolkata,Kolkata,West Bengal
L27100WB2011PLC161235,MANAKSIA INDUSTRIES LIMITED,Factory/plant,4 Garden Reach Road Kolkata - 700023 West Bengal - India Phone : Fax : Email : Internet :,22.572885,88.352122,Kolkata,Kolkata,West Bengal
L27100WB2011PLC161235,MANAKSIA INDUSTRIES LIMITED,Factory/plant,71/3 Dharamtolla Road Howrah - West Bengal - India Phone : Fax : Email : Internet :,22.572885,88.352122,Kolkata,Kolkata,West Bengal
U27100WB2010PLC144409,MANAKSIA COATED METALS & INDUSTRIES LIMITED,Factory/plant,71/3 Dharamtolla Road Howrah - West Bengal - India Phone : Fax : Email : Internet :,22.572885,88.352122,Kolkata,Kolkata,West Bengal
U27100WB2010PLC144410,MANAKSIA FERRO INDUSTRIES LIMITED,Factory/plant,4 Garden Reach Road Kolkata - 700023 West Bengal - India Phone : Fax : Email : Internet :,22.572885,88.352122,Kolkata,Kolkata,West Bengal
U27100WB2011PLC161235,MANAKSIA INDUSTRIES LIMITED,Factory/plant,15 B.K. Pal Temple Road Howrah - 711202 West Bengal - India Phone : Fax : Email : Internet :,22.572885,88.352122,Kolkata,Kolkata,West Bengal
U27100WB2011PLC161235,MANAKSIA INDUSTRIES LIMITED,Factory/plant,12 Duffer Street Howrah - West Bengal - India Phone : Fax : Email : Internet :,22.572885,88.352122,Kolkata,Kolkata,West Bengal
U27100WB2011PLC161235,MANAKSIA INDUSTRIES LIMITED,Factory/plant,Vill & P.O Bhunia Raichak Haldia - West Bengal - India Phone : Fax : Email : Internet :,22.572885,88.352122,Kolkata,Kolkata,West Bengal
U27100WB2011PLC161235,MANAKSIA INDUSTRIES LIMITED,Factory/plant,Brahmanpara Hooghly District - West Bengal - India Phone : Fax : Email : Internet :,22.572885,88.352122,Kolkata,Kolkata,West Bengal
U27100WB2011PLC161235,MANAKSIA INDUSTRIES LIMITED,Factory/plant,471 Birsinghpur Bankura District - West Bengal - India Phone : Fax : Email : Internet :,22.572885,88.352122,Kolkata,Kolkata,West Bengal
U27100WB2011PLC161235,MANAKSIA INDUSTRIES LIMITED,Factory/plant,43/1 Garden Reach Road Kolkata - West Bengal - India Phone : Fax : Email : Internet :,22.572885,88.352122,Kolkata,Kolkata,West Bengal
U27100WB2011PLC161235,MANAKSIA INDUSTRIES LIMITED,Factory/plant,4 Garden Reach Road Kolkata - 700023 West Bengal - India Phone : Fax : Email : Internet :,22.572885,88.352122,Kolkata,Kolkata,West Bengal
U27100WB2011PLC161235,MANAKSIA INDUSTRIES LIMITED,Factory/plant,71/3 Dharamtolla Road Howrah - West Bengal - India Phone : Fax : Email : Internet :,22.572885,88.352122,Kolkata,Kolkata,West Bengal
L74210JH1962PLC000700,TRF LIMITED.,Factory/plant,Port & Yard Equipment Division: Kolkata - 700017 West Bengal - India Phone : 033-22895611- 17 / 22801537 Fax : 033-22870064-65 Email :cal@pye.trfltd.com Internet :,22.5469645,88.3535394,Kolkata,Kolkata,West Bengal
L40106DL1981PLC012228,SPML INFRA LIMITED,Factory/plant,113 Park Street Kolkata - 700016 West Bengal - India Phone : Fax : Email : Internet :,22.5469069,88.353827,Kolkata,Kolkata,West Bengal
U45400DL2014PLC265280,SPML INFRA DEVELOPERS LIMITED,Factory/plant,113 Park Street Kolkata - 700016 West Bengal - India Phone : Fax : Email : Internet :,22.5469069,88.353827,Kolkata,Kolkata,West Bengal
L17125WB1996PLC081382,RELIANCE JUTE MILLS (INTERNATIONAL) LIMITED,Factory/plant,Village Baulpur Dhenkanal District - 759031 Orissa - India Phone : Fax : Email : Internet :,22.5389961,88.3541808,Kolkata,Kolkata,West Bengal
U14200TZ2011GOI017357,SAIL REFRACTORY COMPANY LIMITED,Factory/plant,Environment Management Division Kolkata - 700013 West Bengal - India Phone : Fax : Email : Internet :,22.5653004,88.3542886,Kolkata,Kolkata,West Bengal
L51909WB1917PLC002767,AI CHAMPDANY INDUSTRIES LIMITED,Factory/plant,Fine Yarn Unit: 24 Parganas North - 743125 West Bengal - India Phone : Fax : Email : Internet :,22.5678079,88.3548073,Kolkata,Kolkata,West Bengal
L51909WB1917PLC002767,AI CHAMPDANY INDUSTRIES LIMITED,Factory/plant,Flax Unit: 24 Parganas North - 743125 West Bengal - India Phone : Fax : Email : Internet :,22.5678079,88.3548073,Kolkata,Kolkata,West Bengal
L51909WB1917PLC002767,AI CHAMPDANY INDUSTRIES LIMITED,Factory/plant,Weaving Unit  Yarn Unit & Wellington Jute Mill: Hooghly - 712248 West Bengal - India Phone : Fax : Email : Internet :,22.5678079,88.3548073,Kolkata,Kolkata,West Bengal
L51909WB1917PLC002767,AI CHAMPDANY INDUSTRIES LIMITED,Factory/plant,Weaving Unit: Howrah - 711103 West Bengal - India Phone : Fax : Email : Internet :,22.5678079,88.3548073,Kolkata,Kolkata,West Bengal
L51909WB1917PLC002767,AI CHAMPDANY INDUSTRIES LIMITED,Factory/plant,Kankinara Unit: 24 Parganas North - 743126 West Bengal - India Phone : Fax : Email : Internet :,22.5678079,88.3548073,Kolkata,Kolkata,West Bengal
L51909WB1917PLC002767,AI CHAMPDANY INDUSTRIES LIMITED,Factory/plant,Weaving Unit: Hooghly - 712246 West Bengal - India Phone : Fax : Email : Internet :,22.5678079,88.3548073,Kolkata,Kolkata,West Bengal
U70101WB2011PLC159584,CESC INFRASTRUCTURE LIMITED,Factory/plant,Southern Kolkata - 700024 West Bengal - India Phone : 033-24696886 Fax : Email : Internet :,22.5134207,88.3559673,Kolkata,Kolkata,West Bengal
U29253MH2014PTC255827,ROLTA MEPROLIGHT PRIVATE LIMITED,Software Development Centre,501 Lords Kolkata - 700071 West Bengal - India Phone : 033-22825756 Fax : 033-22825747 Email : Internet :,22.5016456,88.3575389,Kolkata,Kolkata,West Bengal
U65920MH1997PTC106766,ROLTA PROPERTIES PRIVATE LIMITED,Software Development Centre,501 Lords Kolkata - 700071 West Bengal - India Phone : 033-22825756 Fax : 033-22825747 Email : Internet :,22.5016456,88.3575389,Kolkata,Kolkata,West Bengal
U65993MH1998PTC117465,ROLTA RESOURCES PRIVATE LIMITED,Software Development Centre,501 Lords Kolkata - 700071 West Bengal - India Phone : 033-22825756 Fax : 033-22825747 Email : Internet :,22.5016456,88.3575389,Kolkata,Kolkata,West Bengal
U27101CT2008PTC020786,SAIL AND MOIL FERRO ALLOYS PRIVATE LIMITED,Factory/plant,Environment Management Division Kolkata - 700013 West Bengal - India Phone : Fax : Email : Internet :,22.5465329,88.3614158,Kolkata,Kolkata,West Bengal
L74210WB1981PLC034281,RAMKRISHNA FORGINGS LTD,Factory/plant,7/40 Duffer Street Howrah - 711204 West Bengal - India Phone : Fax : Email : Internet :,22.543655,88.3636758,Kolkata,Kolkata,West Bengal
L15122MH1993PLC285633,SNOWMAN LOGISTICS LIMITED,Factory/plant,C/o. Modular Food Park Ltd. Kolkata - 712203 West Bengal - India Phone : Fax : Email : Internet :,22.5402304,88.3656796,Kolkata,Kolkata,West Bengal
L17226WB1946PLC013554,EASTERN SILK INDUSTRIES LIMITED,Factory/plant,Falta Special Economic Zone 24 Parganas - West Bengal - India Phone : Fax : Email : Internet :,22.56171,88.3675993,Kolkata,Kolkata,West Bengal
U61100WB2010PTC148428,SAIL SCI SHIPPING PRIVATE LIMITED,Factory/plant,Environment Management Division Kolkata - 700013 West Bengal - India Phone : Fax : Email : Internet :,22.5626383,88.3676157,Kolkata,Kolkata,West Bengal
L24230DL1975PLC007908,DABUR INDIA LIMITED,Factory/plant,9 Netaji Subhash Chandra Bose Road Kolkata - 700103 West Bengal - India Phone : 033-24772324-26 Fax : 033-24772621 Email : Internet :,22.4691586,88.3723008,Kolkata,Kolkata,West Bengal
U15202DL1996PLC083594,DABUR FOODS LIMITED,Factory/plant,9 Netaji Subhash Chandra Bose Road Kolkata - 700103 West Bengal - India Phone : 033-24772324-26 Fax : 033-24772621 Email : Internet :,22.4691586,88.3723008,Kolkata,Kolkata,West Bengal
U24231DL1985PLC021308,DABUR PHARMACEUTICAL LTD,Factory/plant,9 Netaji Subhash Chandra Bose Road Kolkata - 700103 West Bengal - India Phone : 033-24772324-26 Fax : 033-24772621 Email : Internet :,22.4691586,88.3723008,Kolkata,Kolkata,West Bengal
L65993WB1979PLC032113,RAMSARUP INDUSTRIES LIMITED,Factory/plant,N.C. Das & Co. Kolkata - West Bengal - India Phone : Fax : Email : Internet :,22.5620118,88.3727127,Kolkata,Kolkata,West Bengal
L31402WB1934PLC007993,EVEREADY INDUSTRIES INDIA LTD,Factory/plant,National Carbon Plant Kolkata - 700002 West Bengal - India Phone : Fax : Email : Internet :,22.6189402,88.3731693,Kolkata,Kolkata,West Bengal
L27203WB2004PLC170941,ESS DEE ALUMINIUM LIMITED,Factory/plant,1 Sagore Dutta Ghat Road Kolkata - 700058 West Bengal - India Phone : Fax : Email : Internet :,22.675432,88.3733271,Kolkata,Kolkata,West Bengal
L22219WB1991PLC051949,ANTARCTICA LIMITED,Factory/plant,132 A/1B Kolkata - 700010 West Bengal - India Phone : Fax : Email : Internet :,22.5803948,88.373516,Kolkata,Kolkata,West Bengal
L17119WB1919PLC003429,KESORAM INDUSTRIES LIMITED,Factory/plant,19 B T Road Kolkata - 700116 West Bengal - India Phone : 033-25535183 Fax : Email : Internet :,22.7259737,88.3735199,Kolkata,Kolkata,West Bengal
L67120WB1978PLC031561,PINCON SPIRIT LIMITED,Factory/plant,FMCG Division: Kolkata - 700109 West Bengal - India Phone : Fax : Email : Internet :,22.6808046,88.3757783,Kolkata,Kolkata,West Bengal
L21019WB1981PLC034161,EMAMI PAPER MILLS LIMITED,Factory/plant,13 B T Road Kolkata - 700056 West Bengal - India Phone : Fax : Email : Internet :,22.6633995,88.376773,Kolkata,Kolkata,West Bengal
U14200WB2008PTC125784,EMAMI NATURAL RESOURCES PRIVATE LIMITED,Factory/plant,13 B T Road Kolkata - 700056 West Bengal - India Phone : Fax : Email : Internet :,22.6633995,88.376773,Kolkata,Kolkata,West Bengal
U26959ML2008PLC008312,EMAMI (MEGHALAYA) CEMENT LIMITED.,Factory/plant,13 B T Road Kolkata - 700056 West Bengal - India Phone : Fax : Email : Internet :,22.6633995,88.376773,Kolkata,Kolkata,West Bengal
U45400WB2007PTC117251,EMAMI ESTATES PRIVATE LIMITED,Factory/plant,13 B T Road Kolkata - 700056 West Bengal - India Phone : Fax : Email : Internet :,22.6633995,88.376773,Kolkata,Kolkata,West Bengal
U51391WB1994PTC061805,EMAMI GROUP OF COMPANIES PVT LTD,Factory/plant,13 B T Road Kolkata - 700056 West Bengal - India Phone : Fax : Email : Internet :,22.6633995,88.376773,Kolkata,Kolkata,West Bengal
U70100WB2007PTC120613,EMAMI HIGH RISE PRIVATE LIMITED,Factory/plant,13 B T Road Kolkata - 700056 West Bengal - India Phone : Fax : Email : Internet :,22.6536376,88.3771689,Kolkata,Kolkata,West Bengal
U70100WB2007PTC120614,EMAMI HOME PRIVATE LIMITED,Factory/plant,13 B T Road Kolkata - 700056 West Bengal - India Phone : Fax : Email : Internet :,22.6536376,88.3771689,Kolkata,Kolkata,West Bengal
U70100WB2007PTC120647,EMAMI ENCLAVE MAKERS PRIVATE LIMITED,Factory/plant,13 B T Road Kolkata - 700056 West Bengal - India Phone : Fax : Email : Internet :,22.6536376,88.3771689,Kolkata,Kolkata,West Bengal
U74999WB2011PTC169584,EMAMI INSTITUTE OF CORPORATE SOLUTIONS PRIVATE LIMITED,Factory/plant,13 B T Road Kolkata - 700056 West Bengal - India Phone : Fax : Email : Internet :,22.6536376,88.3771689,Kolkata,Kolkata,West Bengal
U80210WB2011NPL167705,EMAMI EDUCATION AND RESEARCH FOUNDATION,Factory/plant,13 B T Road Kolkata - 700056 West Bengal - India Phone : Fax : Email : Internet :,22.6536376,88.3771689,Kolkata,Kolkata,West Bengal
L17299WB1993PLC058969,DOLLAR INDUSTRIES LIMITED,Factory/plant,28 B. T. Road Kolkata - 700002 West Bengal - India Phone : Fax : Email : Internet :,22.6323918,88.3784596,Kolkata,Kolkata,West Bengal
L17309WB1995PLC073053,LUX INDUSTRIES LIMITED,Factory/plant,28 B. T. Road Kolkata - 700002 West Bengal - India Phone : Fax : Email : Internet :,22.6323918,88.3784596,Kolkata,Kolkata,West Bengal
L17309WB1995PLC073053,LUX INDUSTRIES LIMITED,Factory/plant,57/D B. T. Road Kolkata - 700002 West Bengal - India Phone : Fax : Email : Internet :,22.6254644,88.3788528,Kolkata,Kolkata,West Bengal
L31901WB1978PLC031411,CESC LTD,Factory/plant,B T Road 24 Parganas North - 700119 West Bengal - India Phone : 25011042 Fax : Email : Internet :,22.6177511,88.3789067,Kolkata,Kolkata,West Bengal
L31901WB1978PLC031411,CESC LTD,Factory/plant,New Cossipore Kolkata - 700002 West Bengal - India Phone : 033-25566695 Fax : Email : Internet :,22.6177511,88.3789067,Kolkata,Kolkata,West Bengal
U70101WB2011PLC159584,CESC INFRASTRUCTURE LIMITED,Factory/plant,B T Road 24 Parganas North - 700119 West Bengal - India Phone : 25011042 Fax : Email : Internet :,22.6177511,88.3789067,Kolkata,Kolkata,West Bengal
U70101WB2011PLC159584,CESC INFRASTRUCTURE LIMITED,Factory/plant,New Cossipore Kolkata - 700002 West Bengal - India Phone : 033-25566695 Fax : Email : Internet :,22.6177511,88.3789067,Kolkata,Kolkata,West Bengal
U74999WB2011PLC163658,CESC PROJECTS LIMITED,Factory/plant,B T Road 24 Parganas North - 700119 West Bengal - India Phone : 25011042 Fax : Email : Internet :,22.6177511,88.3789067,Kolkata,Kolkata,West Bengal
U74999WB2011PLC163658,CESC PROJECTS LIMITED,Factory/plant,New Cossipore Kolkata - 700002 West Bengal - India Phone : 033-25566695 Fax : Email : Internet :,22.6177511,88.3789067,Kolkata,Kolkata,West Bengal
L29261WB1998PLC087404,TEXMACO RAIL & ENGINEERING LIMITED,Factory/plant,Belgharia 24 Parganas North - West Bengal - India Phone : Fax : Email : Internet :,22.6655601,88.37924,Kolkata,Kolkata,West Bengal
U15134DL1965PLC129086,VARUN BEVERAGES (INTERNATIONAL) LIMITED,Factory/plant,Plot No. JL-47 Barhans Kolkata - 700084 West Bengal - India Phone : Fax : Email : Internet :,22.463934,88.3837152,Kolkata,Kolkata,West Bengal
L51109WB1938PLC009490,ALBERT DAVID LIMITED,Factory/plant,5/11 D. Gupta Lane Kolkata - 700050 West Bengal - India Phone : 033-25571131 Fax : 033-25571181 Email :adfact@dataone.in Internet :,22.6279831,88.3854708,Kolkata,Kolkata,West Bengal
L17117MH1925PLC001208,RAYMOND LIMITED,Factory/plant,22 New Tangra Road Kolkata - 700046 West Bengal - India Phone : Fax : Email : Internet :,22.5525356,88.3870666,Kolkata,Kolkata,West Bengal
U17110MH1995PLC085884,RAYMOND CALITRI DENIM LIMITED,Factory/plant,22 New Tangra Road Kolkata - 700046 West Bengal - India Phone : Fax : Email : Internet :,22.5525356,88.3870666,Kolkata,Kolkata,West Bengal
U17120MH2004PLC149276,RAYMOND LUXURY COTTONS LIMITED,Factory/plant,22 New Tangra Road Kolkata - 700046 West Bengal - India Phone : Fax : Email : Internet :,22.5525356,88.3870666,Kolkata,Kolkata,West Bengal
U17120MH2005PLC154066,RAYMOND WOOLLEN OUTERWEAR LIMITED,Factory/plant,22 New Tangra Road Kolkata - 700046 West Bengal - India Phone : Fax : Email : Internet :,22.5525356,88.3870666,Kolkata,Kolkata,West Bengal
U74899DL1995PLC069839,VARUN BEVERAGES LIMITED,Factory/plant,Plot No. JL-47 Barhans Kolkata - 700084 West Bengal - India Phone : Fax : Email : Internet :,22.455942,88.395406,Kolkata,Kolkata,West Bengal
L21011OR1936PLC000117,ORIENT PAPER AND INDUSTRIES LTD.,Factory/plant,Orient Electrical Kolkata - 700054 West Bengal - India Phone : Fax : Email : Internet :,22.5722609,88.3998246,Kolkata,Kolkata,West Bengal
U24233WB2002PLC094530,EMAMI AGROTECH LIMITED,Factory/plant,13 B T Road Kolkata - 700056 West Bengal - India Phone : Fax : Email : Internet :,22.5167363,88.4018322,Kolkata,Kolkata,West Bengal
U73100DL1979NPL010092,DABUR RESEARCH FOUNDATION,Factory/plant,9 Netaji Subhash Chandra Bose Road Kolkata - 700103 West Bengal - India Phone : 033-24772324-26 Fax : 033-24772621 Email : Internet :,22.4318329,88.4020723,Kolkata,Kolkata,West Bengal
U74899DL1993PLC054964,DABUR AYURVEDIC SPECIALITIES LIMITED,Factory/plant,9 Netaji Subhash Chandra Bose Road Kolkata - 700103 West Bengal - India Phone : 033-24772324-26 Fax : 033-24772621 Email : Internet :,22.4318329,88.4020723,Kolkata,Kolkata,West Bengal
U74899DL1995PTC064350,DABUR SECURITIES PRIVATE LIMITED,Factory/plant,9 Netaji Subhash Chandra Bose Road Kolkata - 700103 West Bengal - India Phone : 033-24772324-26 Fax : 033-24772621 Email : Internet :,22.4318329,88.4020723,Kolkata,Kolkata,West Bengal
L01409WB1982PLC034590,IFB AGRO INDUSTRIES LTD.,Factory/plant,Marine Product Process Plant: Kolkata - 700107 West Bengal - India Phone : Fax : Email : Internet :,22.5169658,88.4044444,Kolkata,Kolkata,West Bengal
L36911WB2002PLC095086,SHREE GANESH JEWELLERY HOUSE (I) LIMITED,Factory/plant,Manikanchan SEZ Kolkata - 700091 West Bengal - India Phone : 033-23675491 Fax : 033-23675492 Email : Internet :,22.5785402,88.431235,Kolkata,Kolkata,West Bengal
L24110TG1990PLC011977,VIMTA LABS LIMITED,Factory/plant,Meril Infinite D N 51 Kolkata - 700091 West Bengal - India Phone : Fax : Email : Internet :,22.5774789,88.4328397,Kolkata,Kolkata,West Bengal
U72900KA2011PTC061098,RICOH INNOVATIONS PRIVATE LIMITED,Factory/plant,Block-GP Kolkata - 700091 West Bengal - India Phone : Fax : Email : Internet :,22.5698135,88.4337248,Kolkata,Kolkata,West Bengal
L64200MH1986PLC041370,TECH MAHINDRA LIMITED,Software Development Centre,Special Economic Zone Kolkata - 700156 West Bengal - India Phone : 033-44461000 Fax : Email : Internet :,22.5837286,88.4695656,Kolkata,Kolkata,West Bengal
U72900MH2002PLC254736,TECH MAHINDRA BPO LIMITED,Software Development Centre,Special Economic Zone Kolkata - 700156 West Bengal - India Phone : 033-44461000 Fax : Email : Internet :,22.5837286,88.4695656,Kolkata,Kolkata,West Bengal
U72900MH2006PLC159149,TECH MAHINDRA BUSINESS SERVICES LIMITED,Software Development Centre,Special Economic Zone Kolkata - 700156 West Bengal - India Phone : 033-44461000 Fax : Email : Internet :,22.5837286,88.4695656,Kolkata,Kolkata,West Bengal
U85110KA1995PLC018673,TECH MAHINDRA ( R & D SERVICES) LIMITED,Software Development Centre,Special Economic Zone Kolkata - 700156 West Bengal - India Phone : 033-44461000 Fax : Email : Internet :,22.5837286,88.4695656,Kolkata,Kolkata,West Bengal
U85310MH2006PLC160651,TECH MAHINDRA FOUNDATION,Software Development Centre,Special Economic Zone Kolkata - 700156 West Bengal - India Phone : 033-44461000 Fax : Email : Internet :,22.5837286,88.4695656,Kolkata,Kolkata,West Bengal
L67120WB1978PLC031561,PINCON SPIRIT LIMITED,Factory/plant,IMFL Division: Kolkata - 700135 West Bengal - India Phone : Fax : Email : Internet :,22.5994503,88.5287165,Kolkata,Kolkata,West Bengal
U40106DL2011GOI219901,SAIL JAGADISHPUR POWER PLANT LIMITED,Factory/plant, Kolkata - 700016 West Bengal - India Phone : Fax : Email : Internet :,22.5683212,88.3509993,Kolkata,Kolkata,
U40106DL2011GOI219901,SAIL JAGADISHPUR POWER PLANT LIMITED,Factory/plant, Kolkata - 700017 West Bengal - India Phone : Fax : Email : Internet :,22.5683212,88.3509993,Kolkata,Kolkata,
U14200TZ2011GOI017357,SAIL REFRACTORY COMPANY LIMITED,Factory/plant, Kolkata - 700016 West Bengal - India Phone : Fax : Email : Internet :,22.5535048,88.3565745,Kolkata,Kolkata,
U27101CT2008PTC020786,SAIL AND MOIL FERRO ALLOYS PRIVATE LIMITED,Factory/plant, Kolkata - 700016 West Bengal - India Phone : Fax : Email : Internet :,22.5684441,88.3567542,Kolkata,Kolkata,
U61100WB2010PTC148428,SAIL SCI SHIPPING PRIVATE LIMITED,Factory/plant, Kolkata - 700016 West Bengal - India Phone : Fax : Email : Internet :,22.5626383,88.3676157,Kolkata,Kolkata,
